,User,Date Created,Number of Likes,Number of Retweet,Source of Tweet,Tweet
14,InfiniIndus,2022-09-26 08:59:36+00:00,0,0,Twitter for Android,Scenario will change for sure in some years. #India will become serious international power very soon. https://t.co/Fo8YQIdywS
15,lee tiklun,2022-09-26 08:59:36+00:00,0,5,Twitter for Android,"RT @TibetPeople: As rumours of coup against #XiJinping, see how #China's Mismanaged #ZeroCovid Policy Endangers Tibetan Lives in #OccupiedT…"
16,Bombay Chamber,2022-09-26 08:59:31+00:00,0,0,Twitter Web App,"‘Make in India’ Completes 8 Years, Annual FDI Doubles to USD 83 Billion

Read more : https://t.co/0IWCYu4btK… https://t.co/G0a1RfwsD3"
17,Sheema,2022-09-26 08:59:29+00:00,0,68,Twitter for iPhone,"RT @essa1: A Dangerous Pattern
آڈیو لیکس، شریف خاندان اور بھارت
مودی سے ملنے کی بے چینی اور بے صبری
شہباز شریف کا انڈین چینل کو انٹرویو، سن…"
18,Rimma Kehr,2022-09-26 08:59:24+00:00,0,1627,Twitter Web App,"RT @ArchiveArmory: AFTERMATH of Russian shelling: 
A 9 year old girl covered her younger sister with her body during the shelling and died.…"
19,nandhu_12,2022-09-26 08:59:19+00:00,0,10,Twitter for Android,"RT @Sportskeeda: 'KING KOHLI' at the top ⏫👑

#ViratKohli #RohitSharma #BabarAzam #India #TeamIndia #INDvAUS #CricketTwitter https://t.co/be…"
20,orfealo,2022-09-26 08:59:11+00:00,0,2,Twitter Web App,"RT @onthomas_tweet: Next up! Casey Hrynkow! https://t.co/G7hM9PT5Uc 
.
.
.
#usa #toronto #ontario #australia #uk #love #photography #vancou…"
21,Zaheen,2022-09-26 08:59:10+00:00,0,0,Twitter for Android,"#India has a clear vision of putting itself first rather than pushing anyone else down, and this clear vision is wh… https://t.co/2O12ozIfCT"
22,Caroline Rolle,2022-09-26 08:59:09+00:00,0,1,Twitter Web App,"RT @Preqin: KKR completed India’s largest reported healthcare buyout exit in history last month in Max Healthcare, the country’s second-lar…"
23,Ahsan. 🇵🇰,2022-09-26 08:59:03+00:00,0,23,Twitter for Android,RT @Cricketracker: India retains the number one spot in the latest ICC T20I Team rankings while England and South Africa grabbed second and…
24,Hari Mani Deep,2022-09-26 08:59:01+00:00,0,40,Twitter for Android,"RT @Sportskeeda: Mood right now 🤩🕺🇮🇳

#ViratKohli #RohitSharma #India #TeamIndia #INDvAUS #CricketTwitter https://t.co/nknyuQVWmB"
25,Bjp4jain,2022-09-26 08:58:53+00:00,0,8,Twitter Web App,RT @SKodineya: #Ecatering #Services in #IndianRailways #Passengers can pre-order #meals of their choice at #Time of #BOOKINGS of #eticket o…
26,Sam,2022-09-26 08:58:53+00:00,0,215,Twitter for Android,RT @sonamohapatra: I can only hope that the music labels &amp; #Bollywood film producers killing the creative community &amp; creators by commissio…
27,NalandaWeRule,2022-09-26 08:58:48+00:00,0,0,Publer.io,"𝗗𝗲𝘃𝗶 𝗣𝗮𝗿𝘃𝗮𝘁𝗶 is revered as 𝗗𝗲𝘃𝗶 𝗦𝗵𝗮𝗶𝗹𝗮𝗽𝘂𝘁𝗿𝗶, the daughter of Himalaya Raja. 
We worship her on the first day of Nav… https://t.co/37oYfxL6ZL"
28,Khurram Awan,2022-09-26 08:58:45+00:00,0,45,Twitter for Android,"RT @ARYNEWSOFFICIAL: پاکستان نے اقوام متحدہ میں بھارت کا گھناؤنا چہرہ بے نقاب کردیا

#ARYNews #Pakistan #india #UN https://t.co/LlAiXZ5b63"
29,Info Navsari GoG,2022-09-26 08:58:43+00:00,0,33,Twitter Web App,"RT @InfoGujarat: The peppy #36thNationalGames anthem rendered by @Sukhwindermusic , 'Khel desh ko jodega', was unveiled at the EKA Arena Tr…"
30,Amchi Mumbai,2022-09-26 08:58:41+00:00,0,215,Twitter for Android,RT @sonamohapatra: I can only hope that the music labels &amp; #Bollywood film producers killing the creative community &amp; creators by commissio…
31,Udit Panwar,2022-09-26 08:58:36+00:00,0,48,Twitter for Android,"RT @Sportskeeda: Virat Kohli's average in successful run chases in T20Is is 'UNREAL' 😳

#ViratKohli #MohammadRizwan
#INDvAUS #CricketTwitte…"
32,Ganesan,2022-09-26 08:58:35+00:00,0,1,Twitter for Android,RT @thatsTamil: கர்நாடகாவில் புதிதாக ஒரு மத சர்ச்சை.. துப்பாக்கி முனையில் முஸ்லீமாக மதம் மாற்றியதாக வாலிபர் புகார்  #muslim #dalit #islam #…
33,salman khan,2022-09-26 08:58:32+00:00,0,7,Twitter for Android,"RT @aimimpartybihar: माँ-बेटियों, बेरोज़गारों और नौजवानों अगर आप सरकार से नाराज़ है तो उस गुस्से को उस सरकार के खिलाफ़ वोट देकर इस्तेमाल क…"
34,Ritu,2022-09-26 08:58:31+00:00,0,3,Twitter for Android,"RT @SmileForAllSoc1: May the 9 avatars of MAA DURGA bless you with 9 qualities – power, happiness, humanity, peace, knowledge, devotion, na…"
35,♛ஆதித்த கரிகாலன்🐲,2022-09-26 08:58:27+00:00,0,86,Twitter for Android,"RT @RahulEaswar: STOP everything you do ; drop everything you have &amp; listen to this... 
#goosebumps #India #Patriotism #PS1 #Chola #Vikram…"
36,अमेठी की ज़ुबानी,2022-09-26 08:58:24+00:00,0,8,Twitter Web App,RT @SKodineya: #Ecatering #Services in #IndianRailways #Passengers can pre-order #meals of their choice at #Time of #BOOKINGS of #eticket o…
37,Ganesh Natarajan,2022-09-26 08:58:24+00:00,0,236,Twitter for Android,"RT @UniqueForLife_: Brits talking about the spirit of Cricket.😂

#mankading #Mankad #DeeptiSharma #Deepti #Runout #ENGvsIND #ENGWvsINDW #EN…"
38,AbirKhalil.Art_OnlineClass,2022-09-26 08:58:20+00:00,0,0,Twitter for Android,"Demonstrated painting this rose with chalk pastels in my online course. 

#art #artist #artclass #india https://t.co/oBhTKuZqFE"
39,navnitgroup,2022-09-26 08:58:20+00:00,0,0,Twitter Web App,"HAPPY NAVRATRI!!

Wishing you Nine Nights of Devotion and Happiness. May Maa shower her blessings on you.… https://t.co/zDwoTa7ZNE"
40,Ketan Diamonds,2022-09-26 08:58:18+00:00,0,0,Publer.io,"The celebrations begin! 

Check Now : https://t.co/eENms7aKuv

We also have 30 day money back policy. So you can re… https://t.co/VPrQcFs1F9"
41,Waheguru Storage Systems,2022-09-26 08:58:16+00:00,1,0,Twitter Web App,Display Racks manufacturers exporters dealers suppliers in Ludhiana Punjab India https://t.co/dZ0wFhLrwD +91-628050… https://t.co/MCpgdfxb1O
42,virat sharma,2022-09-26 08:58:16+00:00,0,3,Twitter for Android,"RT @KaynarOhad: Amazing to see so much mutual respect  and friendship between our extraordinary countries! 

Thank you @PMOIndia , the peop…"
43,ARIHANT INVESTMENT,2022-09-26 08:58:15+00:00,0,0,Twitter for Android,"Happy Navaratri !! 🪔

May The Divine Power Bless You With Health, Happiness And Victory. 

#HappyNavaratri… https://t.co/yeZZMz7QJW"
44,DIE LINKE.queer,2022-09-26 08:58:13+00:00,0,2,Twitter for Android,"RT @lgbtiworkers: LGBTI+ rights are #worker rights, &amp; #unions are fighting for them: #India's AIITEU’s releases demand charter #LGBTQ @ituc…"
45,abhaysankar.S.R,2022-09-26 08:58:11+00:00,0,437,Twitter Web App,RT @Nyksindia: Shri Anurag Singh Thakur Hon'ble Minister @YASMinistry  launched online training for NYKS volunteers in collaboration with @…
46,Ravindra Ingale,2022-09-26 08:58:09+00:00,0,317,Twitter for Android,RT @RijulJK: Spectators chanting Jai Shree Ram during T20 International match between #India and #Australia in #Hyderabad ❤️ https://t.co/h…
47,IndiaWantsCrypto⚡,2022-09-26 08:58:02+00:00,0,0,0xनमस्ते,"🇮🇳 बिटकॉइन(BTC) आर्बिट्रेज संभावना ‼
  ✅BestAsk Exchange:Wazirx
  ⬇Price (BUY): 1BTC = 1,615,159 INR
  ✅BestBid Exc… https://t.co/kvJqDlioJk"
48,Arpan Baria,2022-09-26 08:58:01+00:00,0,56,Twitter for Android,"RT @TheCricfiles: #DAY5 | #WinWithCric

▶️ Who, according to you, should be the #TeamIndia's opening pair in the @T20WorldCup 2022 &amp; Tell u…"
49,Girish Kruplani,2022-09-26 08:58:00+00:00,0,0,Twitter for iPad,"Hold it till tomorrow @nest_inr @inrtrezor got nice discounts in Nifty and Niftybank Futures…

Hold it till 750 poi… https://t.co/CO4joNktKJ"
50,Pinks Travels Pvt. Ltd.,2022-09-26 08:57:59+00:00,1,0,Twitter for iPhone,"|| આજથી પ્રારંભ થતા પવિત્ર આસો નવરાત્રીની આપ સૌને પિંકસ પરિવાર તરફથી શુભેચ્છા ||

#pinkstravels #travelwithpinks… https://t.co/LCDBraOzhJ"
51,Sathish Kumar,2022-09-26 08:57:55+00:00,0,2,Twitter for Android,"RT @KalviSurangam: இந்திய வங்கிகளின் வரலாறு (SBIN) 

#statebankofindia #History #SBI #banks #India https://t.co/ysLPG2DG3a"
52,Dr.M.Avinash. MPH.,2022-09-26 08:57:53+00:00,0,4,Twitter for Android,RT @icmr_nie: @icmr_nie is glad to be a technical partner in this exciting endeavor to generate evidence for the effectiveness of #HIV self…
53,Sterling Publishers Pvt Ltd,2022-09-26 08:57:50+00:00,0,0,Twitter Web App,#navratri2022  #india #durgapuja #jaimatadi #durgapuja #Festival2022 #love #instagram #devi #maadurga #Maa… https://t.co/YiIHi7scsN
54,Apollo Proton Cancer Centre | #WinningOverCancer,2022-09-26 08:57:41+00:00,0,0,Twitter Web App,"May the nine days and nine nights of Navratri bring a ray of hope and positivity in your life!
Apollo Proton Cancer… https://t.co/2yqXwlzoTS"
55,Ranjanjyoti Sarma,2022-09-26 08:57:34+00:00,0,0,Instagram,"Almost Done...
Durga Pooja...
#guwahati
#assam
#india 
#durgapuja https://t.co/N6fCpIEBGG"
56,ఖుషి ❤🦋,2022-09-26 08:57:30+00:00,0,0,Twitter for Android,"Stay tuned @AlwaysRamCharan @KChiruTweets 📷

#Ramcharan #Chiranjeevi #India"
57,राजीव लाठर,2022-09-26 08:57:28+00:00,0,0,Twitter Web App,"@IDF May the fruit of #Pegasus be upon you

#India"
58,Celebrating The Magical Month SEPTEMBER❤️,2022-09-26 08:57:28+00:00,0,1,Twitter for Android,RT @News18Graphics: Russia has voiced its support for #India for permanent membership in the UN Security Council. A look at its current mem…
59,"NIICE, Nepal",2022-09-26 08:57:22+00:00,0,0,Twitter Web App,#NIICEEvens First Session - Status of #Democracy in #India and #Nepal - Joint Disucssion of @contactniice  and… https://t.co/c0ks5IgX9z
60,Sunil Gudle,2022-09-26 08:57:20+00:00,0,236,Twitter for Android,"RT @UniqueForLife_: Brits talking about the spirit of Cricket.😂

#mankading #Mankad #DeeptiSharma #Deepti #Runout #ENGvsIND #ENGWvsINDW #EN…"
61,राष्ट्रवादी योद्धा,2022-09-26 08:57:14+00:00,0,8,Twitter for Android,RT @SKodineya: #Ecatering #Services in #IndianRailways #Passengers can pre-order #meals of their choice at #Time of #BOOKINGS of #eticket o…
62,Nitin Narain,2022-09-26 08:57:12+00:00,0,1,Twitter for Android,RT @Amit_tatul: A significant step by #India in the #geospatial space. another move towards #atmanirbharbharat. Much larger positive implic…
63,VAC HOTELS,2022-09-26 08:57:09+00:00,0,0,Twitter Web App,"🙏𝑯𝒂𝒑𝒑𝒚 𝑵𝒂𝒗𝒓𝒂𝒕𝒓𝒊🙏

𝑽𝑨𝑪 𝑯𝑶𝑻𝑬𝑳𝑺- 𝑯𝒂𝒑𝒑𝒚 𝑵𝒂𝒗𝒓𝒂𝒕𝒓𝒊🙏🙏

#navratri2022 #navratri #navratrispecial #garba #india #durgapuja… https://t.co/wZiGkN8GHw"
64,Symbiosis SNAP,2022-09-26 08:57:08+00:00,0,0,Twitter Web App,"May the festivity illuminate your world with knowledge and success. 
Wishing you all a very Happy Navaratri!… https://t.co/pAbcrnYOvN"
65,Herry Napitupulu,2022-09-26 08:57:04+00:00,0,11,Twitter Web App,"RT @HerryNapit: Russia-Ukraine war: Bucha, Mariupol, Izyum massacre. The leader of China, India, Iran, France, Germany, Turkey may seem to…"
66,Gursharan Singh Virk,2022-09-26 08:57:03+00:00,0,2,Twitter for Android,"RT @GlobalPulsesGPC: Finding itself with 3 million MT of stocks procured in the last 2 years, the Indian government has started to sell cha…"
67,ConnectGujarat,2022-09-26 08:57:02+00:00,0,0,Hocalwire Social Share,"કેન્દ્રીય ચૂંટણી પંચની ટીમ ફરી ગુજરાતની મુલાકાતે, રાજ્યભરના ઉચ્ચ અધિકારીઓ સાથે યોજાશે બેઠક... #India #Gujarat… https://t.co/FzdJgLaKNe"
68,Shaiban Mukadam,2022-09-26 08:57:02+00:00,0,236,Twitter for Android,"RT @UniqueForLife_: Brits talking about the spirit of Cricket.😂

#mankading #Mankad #DeeptiSharma #Deepti #Runout #ENGvsIND #ENGWvsINDW #EN…"
69,शासन रागी,2022-09-26 08:57:00+00:00,0,8,Twitter Web App,"RT @Jainismrevival: इतनी छोटी उमर और कितने अच्छे धार्मिक संस्कार!👌🏼

Soham Jain is just 2.5 yrs old. Watch this lil shravak do his 2nd yatr…"
70,@Azad_15##,2022-09-26 08:56:55+00:00,0,101,Twitter for Android,"RT @WisdenIndia: SKY and VK seal the deal for Men In Blue in Hyderabad 🔥👏

#SuryakumarYadav #India #INDvsAUS #Cricket #T20Is https://t.co/y…"
71,Defence PRO Visakhapatnam,2022-09-26 08:56:53+00:00,0,3,Twitter Web App,"RT @salute2soldier: Maj Gen Staff Pilot Ibrahim Nasser Mohamed Al Alawi, Cdr, UAE Air Force &amp; Air Def, paid homage to #Indian #Bravehearts…"
72,NachikeT KelkaR,2022-09-26 08:56:53+00:00,0,0,Twitter Web App,#Swedish car maker #Volvo expects as much as one-third of its volumes to come from this segment. #India… https://t.co/8Q3OfHS8jT
73,Lokmat Shaikh Munir,2022-09-26 08:56:52+00:00,0,5,Twitter for Android,"RT @RajendrajDarda: Birthday greetings to former #PrimeMinister of #India , statesman, economist Dr #Manmohansingh Ji. We can never forget…"
74,कुमकुम सिंह,2022-09-26 08:56:50+00:00,0,8,Twitter Web App,RT @SKodineya: #Ecatering #Services in #IndianRailways #Passengers can pre-order #meals of their choice at #Time of #BOOKINGS of #eticket o…
75,Satapathy ji,2022-09-26 08:56:49+00:00,0,236,Twitter Web App,"RT @UniqueForLife_: Brits talking about the spirit of Cricket.😂

#mankading #Mankad #DeeptiSharma #Deepti #Runout #ENGvsIND #ENGWvsINDW #EN…"
76,Dr. Rk Parmar,2022-09-26 08:56:47+00:00,0,44,Twitter for Android,"RT @Chhotu_Vasava: देश के आदिवासीयो के हाल आज ऐसे है जब #IndiaAt75 हो रहा है
पार्टी गुलाम आदिवासी सांसद विधायक अगर ठीक से काम करते तो आज ऐ…"
77,𝙱𝙰𝙻𝚄 𝙺𝙾𝙷𝙻𝙸..... ❤️,2022-09-26 08:56:47+00:00,0,48,Twitter for Android,"RT @Sportskeeda: Virat Kohli yesterday became the second leading run scorer for India in international cricket surpassing Rahul Dravid 🤯

'…"
78,PakGazette.com,2022-09-26 08:56:43+00:00,1,0,Twitter Web App,"Meghan Markle blasted for ‘destroying’ Palace aides: report - PakGazette
Read more: https://t.co/IJk9fXYteH… https://t.co/cjTSyBLkM3"
79,AyurvedaZdes,2022-09-26 08:56:39+00:00,0,0,Twitter Web App,#аюрведа #amla #ayurvedazdes #ayurveda #dabur #himalaya #чаванпраш #трифала #triphala #turmeric #дабур #patanjali… https://t.co/vqy60BCfow
80,𝙱𝙰𝙻𝚄 𝙺𝙾𝙷𝙻𝙸..... ❤️,2022-09-26 08:56:38+00:00,0,10,Twitter for Android,"RT @Sportskeeda: 'KING KOHLI' at the top ⏫👑

#ViratKohli #RohitSharma #BabarAzam #India #TeamIndia #INDvAUS #CricketTwitter https://t.co/be…"
81,Bjp4jain2,2022-09-26 08:56:35+00:00,0,8,Twitter Web App,RT @SKodineya: #Ecatering #Services in #IndianRailways #Passengers can pre-order #meals of their choice at #Time of #BOOKINGS of #eticket o…
82,NewsMobile,2022-09-26 08:56:34+00:00,0,0,TweetDeck,"iPhone 14 All Set To Manufacture In India, Here Are The Details

#IPhone #IPhone14 #India 

https://t.co/w6xzZuji0K"
83,Travelling Foodie Raymond Cua,2022-09-26 08:56:33+00:00,0,0,Revive Social App,"4 Indian Recipes For An Authentic 3 Course Indian Meal

#TravellingFoodie #India @IncredibleIndia @tntourismoffcl… https://t.co/U7A8nn37G2"
84,Sindh Leaks سنڌ ليڪس,2022-09-26 08:56:33+00:00,0,0,Twitter Web App,@Apple  says it will manufacture iPhone 14 in #India https://t.co/iR18Gq2h7Q
85,Free Press Journal,2022-09-26 08:56:22+00:00,0,0,Twitter Web App,"#JammuKhasmir | Grenade recovered in Fazalabad village, Surankote area in Poonch; bomb disposal squad neutralized t… https://t.co/qsSydazFKQ"
86,Sandeep Bhardwaj,2022-09-26 08:56:18+00:00,0,236,Twitter for Android,"RT @UniqueForLife_: Brits talking about the spirit of Cricket.😂

#mankading #Mankad #DeeptiSharma #Deepti #Runout #ENGvsIND #ENGWvsINDW #EN…"
87,Herry Napitupulu,2022-09-26 08:56:14+00:00,0,11,Twitter Web App,"RT @HerryNapit: Putin humiliated by Russia's losses in Izyum, Kharkiv Oblast, eastern Ukraine. The Russian leader forced to wait for the le…"
88,ivapepassport,2022-09-26 08:56:14+00:00,0,0,Twitter Web App,"Hello Mumbai... Namaste!

This week, we're in Magical Mumbai... 🇮🇳

""The Gateway of India is an arch-monument built… https://t.co/NEuAyATGSH"
89,DRECKER INTERNATIONAL LIMITED,2022-09-26 08:56:10+00:00,0,0,Twitter Web App,"100% Insurance Coverage

 #insurance #cargo #shipping #worldwide #logistics #airfreight #seafreight #usa #uk… https://t.co/rYbV2LnYWT"
90,Deshhamarahai20,2022-09-26 08:56:07+00:00,0,8,TweetDeck,RT @SKodineya: #Ecatering #Services in #IndianRailways #Passengers can pre-order #meals of their choice at #Time of #BOOKINGS of #eticket o…
91,S.V.M College Of Nursing,2022-09-26 08:56:06+00:00,0,0,Twitter Web App,"Maa Durga brings along with her unparalleled energy, happiness, and joy. A Happy Navratri to you and your family.… https://t.co/aVc0Vy4wX0"
92,Muskan News,2022-09-26 08:56:04+00:00,0,0,Twitter Web App,સંત આસારામ બાપુના 450 આશ્રમમાં શ્રાધ્ધ તર્પણ વિધીનો કાર્યક્રમ યોજાયો-8 લાખથી વધારે લોકોએ વૈદિક મંત્રોચ્ચાર સાથે ક… https://t.co/2jA3SxRYQE
93,rishabhsaxena,2022-09-26 08:56:00+00:00,0,9,Twitter Web App,"RT @indiatvnews: #BreakingNews | हैदराबाद में तीसरे टी-20 मैच में भारत ने ऑस्ट्रेलिया को 6 विकेट से हराया, 2-1 से जीती सीरीज..

#India #Aus…"
94,Khandesh Digital,2022-09-26 08:55:57+00:00,0,0,Twitter Web App,"HAPPY NAVRATRI
TO ALL OUR LOVELY CUSTOMER
WISH YOU A VERY HAPPY NAVRATRI
CONTACT US - +91 81288 52173 / +91 97557 5… https://t.co/6zMAs2G287"
95,.,2022-09-26 08:55:56+00:00,0,215,Twitter for Android,RT @sonamohapatra: I can only hope that the music labels &amp; #Bollywood film producers killing the creative community &amp; creators by commissio…
96,Anirban Mukhopadhyay,2022-09-26 08:55:49+00:00,0,0,Twitter Web App,Had a wonderful chat on the prospect of #Healthcare #AI in #India with @jubs_shah. The conversation revolves around… https://t.co/0vLxEwloCu
97,Sandesh Vatak News,2022-09-26 08:55:49+00:00,0,0,Twitter Web App,"#जयपुर कांग्रेस नेता मल्लिकार्जुन खड़गे,
मुख्यमंत्री अशोक गहलोत से मुलाकात के बाद...
@kharge… https://t.co/DZQdvyWd2R"
98,Ajeng Puspasari,2022-09-26 08:55:48+00:00,0,2,Twitter Web App,RT @vijaylaxmibeau1: May the divine blessings of Goddess Durga bring eternal peace and happiness and protect you from wrongdoings and grant…
99,DrDinesh Selwal,2022-09-26 08:55:46+00:00,0,11,Twitter for Android,"RT @socialgreek1: #UK: Out of jail I$lam!st extremist Anjem Choudary calls for Muzl!m patrols, instigates Muzl!ms 2 attack #Hindus, asks Hi…"
,User,Date Created,Number of Likes,Number of Retweet,Source of Tweet,Tweet
0,jay kapadia,2022-09-26 08:59:18+00:00,0,0,Twitter for Android,#temples #hindutemple #hinduism #Hindu #hinduculture #templesofindia #sanatandharm #bharat #tamilnadu… https://t.co/Maf6T6MKpY
1,Ashok Kumar Pal,2022-09-26 08:58:38+00:00,0,0,Twitter for Android,"@ShilpiSinghINC @RahulGandhi @RahulGandhi behavior like a faimly member.
#BHARAT JODO YATRA"
2,ヒロくん,2022-09-26 08:55:07+00:00,0,3,Twitter for Android,"RT @UpadhyayTolaram: #Bharat   #World 

               जय साक्षात सूर्यनारायण भगवान https://t.co/pYMACcnuc1"
3,Kawcil Xinjh,2022-09-26 08:52:37+00:00,0,0,Twitter for Android,"5) I am sure everyone will agree, Nevertheless, that English has been enriched by Bhartian creativity as well and w… https://t.co/s7ks6EdGo7"
4,Manoochehr Jarrahi,2022-09-26 08:51:49+00:00,0,0,Twitter for iPhone,#ArvindKejriwal #AAP #BJP #NewDelhi #India #Bharat https://t.co/M9uF6l7AL4 https://t.co/U6kSQEIjjd
5,Manoochehr Jarrahi,2022-09-26 08:50:31+00:00,0,0,Twitter for iPhone,#AAP  #ArvindKejriwal #India #NewDelhi #Bharat #BJP  - NOW PUNJAB CHIEF MINISTER IS ADVERTISING TO WHOL OF INDIA ON… https://t.co/Lr98wa01iD
6,"MTRMD 🇮🇳, 🇺🇸, 🇺🇦 Freedom, Equality",2022-09-26 08:48:43+00:00,0,1,Twitter for Android,RT @nrjaishankar: @ErikSolheim @AnkitaBnsl 80 tons on top &amp; tall after 6 earthquakes built with people's contribution by a king who declare…
7,TOLARAM UPADHYAY,2022-09-26 08:48:34+00:00,0,0,Twitter for Android,"#bikaner   #Rajasthan   #Bharat 

                           गौचर वन क्षेत्र https://t.co/okqs5nnzYi"
8,IndiGenBharat,2022-09-26 08:46:45+00:00,0,24,Twitter for iPhone,"RT @IndiGenBharat: The Guru to #Indigenous #Bharat is Unique &amp; Unprecedented

Creator-Knowledge
Saraswati &amp; Brahma

Maintainer-Propagator &amp;…"
9,Harshal juikar 🇮🇳,2022-09-26 08:45:25+00:00,0,3,Twitter for Android,"RT @himanshu15011: Our indigenously made #VandeBharat trains reaching 0-100 km in 52 seconds beats #BulletTrain (55 sec).
Way to go #Bharat…"
10,TOLARAM UPADHYAY,2022-09-26 08:42:13+00:00,0,0,Twitter for Android,"#bikaner   #Rajasthan   #Bharat 

        कैर का पेड़ और उसमें लगे फल फूल https://t.co/cpgmrwpOxP"
11,Truth Invigilator,2022-09-26 08:40:47+00:00,0,0,Twitter Web App,@AskAnshul Who gave them #Bharat land for living?
12,Lakshmi kumar,2022-09-26 08:25:46+00:00,0,26,Twitter for Android,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
13,Er Samir Lohar,2022-09-26 08:19:43+00:00,0,0,Twitter for Android,@RahulGandhi #BharatJodaYatra Aap logo ne #Bharat ko tuda he esliye aap ko #Afganistan with #Tibet se #SriLanka or… https://t.co/Hy0yDYamf4
14,Roshan Shetty,2022-09-26 08:16:24+00:00,0,0,Twitter for Android,"India foreign minister: ""No one is fooled by claims that Pakistan's F-16 fleet are meant for counter-terrorism oper… https://t.co/19Iti6dNLT"
15,Er Samir Lohar,2022-09-26 08:15:30+00:00,0,0,Twitter for Android,@RubikaLiyaquat @RahulGandhi @JharkhandPCC #BharatJodaYatra Aap logo ne #Bharat ko tuda he esliye aap ko… https://t.co/eTsNZDWnHy
16,TOLARAM UPADHYAY,2022-09-26 08:12:29+00:00,1,0,Twitter for Android,"#bikaner   #Rajasthan    #Bharat
              
                  अरे! सिकरा।

आकाश में सिकरा देखते ही चिड़ी कबूतर… https://t.co/aCDADHzWzy"
17,K.JIRO-K@麺垢🍜,2022-09-26 08:07:29+00:00,0,1,Twitter for iPhone,"RT @UpadhyayTolaram: #bikaner  #Rajasthan   #Bharat 

तीन क्लिक। पहला आंटकी खेरडी (खेजड़ी)
दूसरा कैर के पेड़ नीचे सांड और तीसरा फोटो
सांड…"
18,Sai Indra Maryada,2022-09-26 08:07:26+00:00,0,0,Twitter Web App,Imagine #Gandhi riding a #motorbike with #headphones #Gujarat #RamSetu #Artists #MahatmaGandhi #india #peace… https://t.co/U52ZcxcCZw
19,TOLARAM UPADHYAY,2022-09-26 08:04:56+00:00,3,1,Twitter for Android,"#bikaner  #Rajasthan   #Bharat 

तीन क्लिक। पहला आंटकी खेरडी (खेजड़ी)
दूसरा कैर के पेड़ नीचे सांड और तीसरा फोटो
सां… https://t.co/txeBGF6chX"
20,BharatVarshiya,2022-09-26 08:02:24+00:00,0,1427,Twitter for iPhone,"RT @BharatVarshiya_: A marvellous piece of ancient engineering.
#Bharat https://t.co/d0Jgt6CNs0"
21,Being Sahbaj,2022-09-26 07:58:34+00:00,0,0,Twitter for iPhone,"बधाई हो -
सड़क के बीचो बीच पार्किंग की यह सुविधा केवल मोदी जी के चलते ही संभव हो पाई है...
#bharat #india… https://t.co/o3kku5mVQZ"
22,Rinki Verma,2022-09-26 07:57:34+00:00,0,3,Twitter for Android,"RT @TheBohoSapiens: Can you think of some more instances where the western culture is still harming Bharat?

#indianculture #Bharat https:/…"
23,Rinki Verma,2022-09-26 07:55:59+00:00,0,2,Twitter for Android,"RT @TheBohoSapiens: Vedic Education in India.

Watch full video here:
https://t.co/Ex7iUHs3e2

#vedic #bharat #ancientindia #Hinduism https…"
24,Purushotham Reddy 🇮🇳,2022-09-26 07:54:47+00:00,0,15,Twitter for iPhone,RT @JahidHussain2: One of the Reasons to be proud of Indian culture and heritage. The glorification and pride of our history that West woul…
25,Oishoriya Kabra,2022-09-26 07:53:41+00:00,0,2,Twitter for Android,"RT @SabineSY2: Happy auspicious Navratri 🪷🙏🏼 Blessings for blockbuster #HindutvaMovie
@ashish30sharma @ArchanaTaide @KaranRazdan7 
#Hindutv…"
26,Hamida siziani,2022-09-26 07:51:57+00:00,0,2,Twitter for Android,"RT @SabineSY2: Happy auspicious Navratri 🪷🙏🏼 Blessings for blockbuster #HindutvaMovie
@ashish30sharma @ArchanaTaide @KaranRazdan7 
#Hindutv…"
27,Rinki Verma,2022-09-26 07:45:09+00:00,0,3,Twitter for Android,"RT @TheBohoSapiens: They don't want you to know about this battle.
#history #historyofindia #bharat #hindu #Hinduism #HinduRashtra https://…"
28,Rinki Verma,2022-09-26 07:43:05+00:00,0,3,Twitter for Android,RT @TheBohoSapiens: #bharat #yoga https://t.co/v93t9VxTin
29,AashieshAdmirers,2022-09-26 07:40:21+00:00,1,2,Twitter for iPhone,"Happy auspicious Navratri 🪷🙏🏼 Blessings for blockbuster #HindutvaMovie
@ashish30sharma @ArchanaTaide @KaranRazdan7… https://t.co/VHguJuCXsF"
30,A K #SaveSoil,2022-09-26 07:37:44+00:00,0,15,Twitter for Android,RT @JahidHussain2: One of the Reasons to be proud of Indian culture and heritage. The glorification and pride of our history that West woul…
31,Mrunalini Bhosale,2022-09-26 07:27:54+00:00,0,26,Twitter for Android,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
32,NEWS AKHANDA,2022-09-26 07:26:23+00:00,0,0,Twitter Web App,#newsakhanda #india #BJP #garments #PLI20 #textiles #Bharat  #china https://t.co/V6omte4uhG
33,Punru,2022-09-26 07:26:08+00:00,0,15,Twitter for Android,RT @JahidHussain2: One of the Reasons to be proud of Indian culture and heritage. The glorification and pride of our history that West woul…
